timestamp,zip,sensor_id,lat,lon,pm25,aqi,quality_flag,source
2025-08-21T17:00:00Z,93727,S-001,36.73558,-119.69900,3.18,13,ok,synthetic
2025-08-21T17:00:00Z,93727,S-002,36.72100,-119.69107,2.12,9,ok,synthetic
2025-08-21T17:00:00Z,93727,S-003,36.73946,-119.67293,2.20,9,ok,synthetic
2025-08-21T17:00:00Z,93727,S-004,36.74569,-119.69652,5.37,22,ok,synthetic
2025-08-21T17:00:00Z,93727,S-005,36.72688,-119.69881,1.98,8,ok,synthetic
2025-08-21T17:00:00Z,93727,S-006,36.71875,-119.67979,3.43,14,ok,synthetic
2025-08-21T17:00:00Z,93720,S-007,36.85106,-119.80205,1.00,4,ok,synthetic
2025-08-21T17:00:00Z,93720,S-008,36.87600,-119.78820,3.06,13,ok,synthetic
2025-08-21T17:00:00Z,93720,S-009,36.85882,-119.78643,2.03,8,ok,synthetic
2025-08-21T17:00:00Z,93720,S-010,36.88238,-119.80974,1.83,8,ok,synthetic
2025-08-21T17:00:00Z,93720,S-011,36.88223,-119.78207,2.57,11,ok,synthetic
2025-08-21T17:00:00Z,93720,S-012,36.86361,-119.80378,4.23,18,ok,synthetic
2025-08-21T17:00:00Z,93706,S-013,36.70829,-119.82654,52.88,144,ok,synthetic
2025-08-21T17:00:00Z,93706,S-014,36.67371,-119.83613,1.98,8,ok,synthetic
2025-08-21T17:00:00Z,93706,S-015,36.70390,-119.81585,1.20,5,ok,synthetic
2025-08-21T17:00:00Z,93706,S-016,36.70229,-119.81081,2.91,12,ok,synthetic
2025-08-21T17:00:00Z,93706,S-017,36.69145,-119.80108,5.02,21,ok,synthetic
2025-08-21T17:00:00Z,93706,S-018,36.68514,-119.81792,3.15,13,ok,synthetic
2025-08-21T18:00:00Z,93727,S-001,36.73558,-119.69900,4.86,20,ok,synthetic
2025-08-21T18:00:00Z,93727,S-002,36.72100,-119.69107,3.70,15,ok,synthetic
2025-08-21T18:00:00Z,93727,S-003,36.73946,-119.67293,1.27,5,ok,synthetic
2025-08-21T18:00:00Z,93727,S-004,36.74569,-119.69652,3.20,13,ok,synthetic
2025-08-21T18:00:00Z,93727,S-005,36.72688,-119.69881,3.16,13,ok,synthetic
2025-08-21T18:00:00Z,93727,S-006,36.71875,-119.67979,33.57,96,ok,synthetic
2025-08-21T18:00:00Z,93720,S-007,36.85106,-119.80205,4.07,17,ok,synthetic
2025-08-21T18:00:00Z,93720,S-008,36.87600,-119.78820,1.21,5,ok,synthetic
2025-08-21T18:00:00Z,93720,S-009,36.85882,-119.78643,4.06,17,ok,synthetic
2025-08-21T18:00:00Z,93720,S-010,36.88238,-119.80974,1.00,4,ok,synthetic
2025-08-21T18:00:00Z,93720,S-011,36.88223,-119.78207,1.00,4,ok,synthetic
2025-08-21T18:00:00Z,93720,S-012,36.86361,-119.80378,3.50,15,ok,synthetic
2025-08-21T18:00:00Z,93706,S-013,36.70829,-119.82654,2.67,11,ok,synthetic
2025-08-21T18:00:00Z,93706,S-014,36.67371,-119.83613,1.62,7,ok,synthetic
2025-08-21T18:00:00Z,93706,S-015,36.70390,-119.81585,2.41,10,ok,synthetic
2025-08-21T18:00:00Z,93706,S-016,36.70229,-119.81081,2.99,12,ok,synthetic
2025-08-21T18:00:00Z,93706,S-017,36.69145,-119.80108,1.30,5,ok,synthetic
2025-08-21T18:00:00Z,93706,S-018,36.68514,-119.81792,5.27,22,ok,synthetic
2025-08-21T19:00:00Z,93727,S-001,36.73558,-119.69900,3.62,15,ok,synthetic
2025-08-21T19:00:00Z,93727,S-002,36.72100,-119.69107,2.16,9,ok,synthetic
2025-08-21T19:00:00Z,93727,S-003,36.73946,-119.67293,3.98,17,ok,synthetic
2025-08-21T19:00:00Z,93727,S-004,36.74569,-119.69652,2.14,9,ok,synthetic
2025-08-21T19:00:00Z,93727,S-005,36.72688,-119.69881,4.19,17,ok,synthetic
2025-08-21T19:00:00Z,93727,S-006,36.71875,-119.67979,5.56,23,ok,synthetic
2025-08-21T19:00:00Z,93720,S-007,36.85106,-119.80205,1.00,4,ok,synthetic
2025-08-21T19:00:00Z,93720,S-008,36.87600,-119.78820,3.37,14,ok,synthetic
2025-08-21T19:00:00Z,93720,S-009,36.85882,-119.78643,1.00,4,ok,synthetic
2025-08-21T19:00:00Z,93720,S-010,36.88238,-119.80974,2.88,12,ok,synthetic
2025-08-21T19:00:00Z,93720,S-011,36.88223,-119.78207,3.95,16,ok,synthetic
2025-08-21T19:00:00Z,93720,S-012,36.86361,-119.80378,1.00,4,ok,synthetic
2025-08-21T19:00:00Z,93706,S-013,36.70829,-119.82654,2.94,12,ok,synthetic
2025-08-21T19:00:00Z,93706,S-014,36.67371,-119.83613,3.12,13,ok,synthetic
2025-08-21T19:00:00Z,93706,S-015,36.70390,-119.81585,4.15,17,ok,synthetic
2025-08-21T19:00:00Z,93706,S-016,36.70229,-119.81081,1.27,5,ok,synthetic
2025-08-21T19:00:00Z,93706,S-017,36.69145,-119.80108,2.48,10,ok,synthetic
2025-08-21T19:00:00Z,93706,S-018,36.68514,-119.81792,2.03,8,ok,synthetic
2025-08-21T20:00:00Z,93727,S-001,36.73558,-119.69900,3.59,15,ok,synthetic
2025-08-21T20:00:00Z,93727,S-002,36.72100,-119.69107,2.73,11,ok,synthetic
2025-08-21T20:00:00Z,93727,S-003,36.73946,-119.67293,3.69,15,ok,synthetic
2025-08-21T20:00:00Z,93727,S-004,36.74569,-119.69652,4.23,18,ok,synthetic
2025-08-21T20:00:00Z,93727,S-005,36.72688,-119.69881,6.48,27,ok,synthetic
2025-08-21T20:00:00Z,93727,S-006,36.71875,-119.67979,6.32,26,ok,synthetic
2025-08-21T20:00:00Z,93720,S-007,36.85106,-119.80205,4.56,19,ok,synthetic
2025-08-21T20:00:00Z,93720,S-008,36.87600,-119.78820,2.75,11,ok,synthetic
2025-08-21T20:00:00Z,93720,S-009,36.85882,-119.78643,2.32,10,ok,synthetic
2025-08-21T20:00:00Z,93720,S-010,36.88238,-119.80974,2.21,9,ok,synthetic
2025-08-21T20:00:00Z,93720,S-011,36.88223,-119.78207,1.65,7,ok,synthetic
2025-08-21T20:00:00Z,93720,S-012,36.86361,-119.80378,2.59,11,ok,synthetic
2025-08-21T20:00:00Z,93706,S-013,36.70829,-119.82654,5.98,25,ok,synthetic
2025-08-21T20:00:00Z,93706,S-014,36.67371,-119.83613,3.97,17,ok,synthetic
2025-08-21T20:00:00Z,93706,S-015,36.70390,-119.81585,1.96,8,ok,synthetic
2025-08-21T20:00:00Z,93706,S-016,36.70229,-119.81081,6.03,25,ok,synthetic
2025-08-21T20:00:00Z,93706,S-017,36.69145,-119.80108,3.90,16,ok,synthetic
2025-08-21T20:00:00Z,93706,S-018,36.68514,-119.81792,1.47,6,ok,synthetic
2025-08-21T21:00:00Z,93727,S-001,36.73558,-119.69900,7.12,30,ok,synthetic
2025-08-21T21:00:00Z,93727,S-002,36.72100,-119.69107,7.66,32,ok,synthetic
2025-08-21T21:00:00Z,93727,S-003,36.73946,-119.67293,3.79,16,ok,synthetic
2025-08-21T21:00:00Z,93727,S-004,36.74569,-119.69652,6.24,26,ok,synthetic
2025-08-21T21:00:00Z,93727,S-005,36.72688,-119.69881,3.46,14,ok,synthetic
2025-08-21T21:00:00Z,93727,S-006,36.71875,-119.67979,4.09,17,ok,synthetic
2025-08-21T21:00:00Z,93720,S-007,36.85106,-119.80205,4.34,18,ok,synthetic
2025-08-21T21:00:00Z,93720,S-008,36.87600,-119.78820,4.16,17,ok,synthetic
2025-08-21T21:00:00Z,93720,S-009,36.85882,-119.78643,5.91,25,ok,synthetic
2025-08-21T21:00:00Z,93720,S-010,36.88238,-119.80974,4.82,20,ok,synthetic
2025-08-21T21:00:00Z,93720,S-011,36.88223,-119.78207,3.22,13,ok,synthetic
2025-08-21T21:00:00Z,93720,S-012,36.86361,-119.80378,2.74,11,ok,synthetic
2025-08-21T21:00:00Z,93706,S-013,36.70829,-119.82654,6.21,26,ok,synthetic
2025-08-21T21:00:00Z,93706,S-014,36.67371,-119.83613,4.75,20,ok,synthetic
2025-08-21T21:00:00Z,93706,S-015,36.70390,-119.81585,7.43,31,ok,synthetic
2025-08-21T21:00:00Z,93706,S-016,36.70229,-119.81081,3.52,15,ok,synthetic
2025-08-21T21:00:00Z,93706,S-017,36.69145,-119.80108,7.12,30,ok,synthetic
2025-08-21T21:00:00Z,93706,S-018,36.68514,-119.81792,6.85,29,ok,synthetic
2025-08-21T22:00:00Z,93727,S-001,36.73558,-119.69900,8.39,35,ok,synthetic
2025-08-21T22:00:00Z,93727,S-002,36.72100,-119.69107,7.28,30,ok,synthetic
2025-08-21T22:00:00Z,93727,S-003,36.73946,-119.67293,7.49,31,ok,synthetic
2025-08-21T22:00:00Z,93727,S-004,36.74569,-119.69652,58.40,152,ok,synthetic
2025-08-21T22:00:00Z,93727,S-005,36.72688,-119.69881,8.92,37,ok,synthetic
2025-08-21T22:00:00Z,93727,S-006,36.71875,-119.67979,4.80,20,ok,synthetic
2025-08-21T22:00:00Z,93720,S-007,36.85106,-119.80205,4.91,20,ok,synthetic
2025-08-21T22:00:00Z,93720,S-008,36.87600,-119.78820,5.17,22,ok,synthetic
2025-08-21T22:00:00Z,93720,S-009,36.85882,-119.78643,3.17,13,ok,synthetic
2025-08-21T22:00:00Z,93720,S-010,36.88238,-119.80974,3.47,14,ok,synthetic
2025-08-21T22:00:00Z,93720,S-011,36.88223,-119.78207,6.67,28,ok,synthetic
2025-08-21T22:00:00Z,93720,S-012,36.86361,-119.80378,2.61,11,ok,synthetic
2025-08-21T22:00:00Z,93706,S-013,36.70829,-119.82654,5.09,21,ok,synthetic
2025-08-21T22:00:00Z,93706,S-014,36.67371,-119.83613,57.73,152,ok,synthetic
2025-08-21T22:00:00Z,93706,S-015,36.70390,-119.81585,7.41,31,ok,synthetic
2025-08-21T22:00:00Z,93706,S-016,36.70229,-119.81081,5.84,24,ok,synthetic
2025-08-21T22:00:00Z,93706,S-017,36.69145,-119.80108,31.13,91,ok,synthetic
2025-08-21T22:00:00Z,93706,S-018,36.68514,-119.81792,6.43,27,ok,synthetic
2025-08-21T23:00:00Z,93727,S-001,36.73558,-119.69900,6.98,29,ok,synthetic
2025-08-21T23:00:00Z,93727,S-002,36.72100,-119.69107,7.78,32,ok,synthetic
2025-08-21T23:00:00Z,93727,S-003,36.73946,-119.67293,10.22,43,ok,synthetic
2025-08-21T23:00:00Z,93727,S-004,36.74569,-119.69652,10.73,45,ok,synthetic
2025-08-21T23:00:00Z,93727,S-005,36.72688,-119.69881,7.48,31,ok,synthetic
2025-08-21T23:00:00Z,93727,S-006,36.71875,-119.67979,10.14,42,ok,synthetic
2025-08-21T23:00:00Z,93720,S-007,36.85106,-119.80205,5.52,23,ok,synthetic
2025-08-21T23:00:00Z,93720,S-008,36.87600,-119.78820,4.26,18,ok,synthetic
2025-08-21T23:00:00Z,93720,S-009,36.85882,-119.78643,7.81,33,ok,synthetic
2025-08-21T23:00:00Z,93720,S-010,36.88238,-119.80974,7.55,31,ok,synthetic
2025-08-21T23:00:00Z,93720,S-011,36.88223,-119.78207,3.62,15,ok,synthetic
2025-08-21T23:00:00Z,93720,S-012,36.86361,-119.80378,5.15,21,ok,synthetic
2025-08-21T23:00:00Z,93706,S-013,36.70829,-119.82654,9.56,40,ok,synthetic
2025-08-21T23:00:00Z,93706,S-014,36.67371,-119.83613,9.60,40,ok,synthetic
2025-08-21T23:00:00Z,93706,S-015,36.70390,-119.81585,9.49,40,ok,synthetic
2025-08-21T23:00:00Z,93706,S-016,36.70229,-119.81081,9.91,41,ok,synthetic
2025-08-21T23:00:00Z,93706,S-017,36.69145,-119.80108,6.66,28,ok,synthetic
2025-08-21T23:00:00Z,93706,S-018,36.68514,-119.81792,7.85,33,ok,synthetic
2025-08-22T00:00:00Z,93727,S-001,36.73558,-119.69900,8.92,37,ok,synthetic
2025-08-22T00:00:00Z,93727,S-002,36.72100,-119.69107,8.75,36,ok,synthetic
2025-08-22T00:00:00Z,93727,S-003,36.73946,-119.67293,12.10,51,ok,synthetic
2025-08-22T00:00:00Z,93727,S-004,36.74569,-119.69652,9.18,38,ok,synthetic
2025-08-22T00:00:00Z,93727,S-005,36.72688,-119.69881,9.78,41,ok,synthetic
2025-08-22T00:00:00Z,93727,S-006,36.71875,-119.67979,10.46,44,ok,synthetic
2025-08-22T00:00:00Z,93720,S-007,36.85106,-119.80205,5.10,21,ok,synthetic
2025-08-22T00:00:00Z,93720,S-008,36.87600,-119.78820,5.41,23,ok,synthetic
2025-08-22T00:00:00Z,93720,S-009,36.85882,-119.78643,5.85,24,ok,synthetic
2025-08-22T00:00:00Z,93720,S-010,36.88238,-119.80974,6.69,28,ok,synthetic
2025-08-22T00:00:00Z,93720,S-011,36.88223,-119.78207,6.09,25,ok,synthetic
2025-08-22T00:00:00Z,93720,S-012,36.86361,-119.80378,7.08,29,ok,synthetic
2025-08-22T00:00:00Z,93706,S-013,36.70829,-119.82654,9.85,41,ok,synthetic
2025-08-22T00:00:00Z,93706,S-014,36.67371,-119.83613,10.51,44,ok,synthetic
2025-08-22T00:00:00Z,93706,S-015,36.70390,-119.81585,66.68,157,ok,synthetic
2025-08-22T00:00:00Z,93706,S-016,36.70229,-119.81081,10.68,44,ok,synthetic
2025-08-22T00:00:00Z,93706,S-017,36.69145,-119.80108,8.79,37,ok,synthetic
2025-08-22T00:00:00Z,93706,S-018,36.68514,-119.81792,10.29,43,ok,synthetic
2025-08-22T01:00:00Z,93727,S-001,36.73558,-119.69900,13.90,55,ok,synthetic
2025-08-22T01:00:00Z,93727,S-002,36.72100,-119.69107,11.16,47,ok,synthetic
2025-08-22T01:00:00Z,93727,S-003,36.73946,-119.67293,11.70,49,ok,synthetic
2025-08-22T01:00:00Z,93727,S-004,36.74569,-119.69652,11.14,46,ok,synthetic
2025-08-22T01:00:00Z,93727,S-005,36.72688,-119.69881,11.76,49,ok,synthetic
2025-08-22T01:00:00Z,93727,S-006,36.71875,-119.67979,13.05,53,ok,synthetic
2025-08-22T01:00:00Z,93720,S-007,36.85106,-119.80205,8.85,37,ok,synthetic
2025-08-22T01:00:00Z,93720,S-008,36.87600,-119.78820,8.51,35,ok,synthetic
2025-08-22T01:00:00Z,93720,S-009,36.85882,-119.78643,39.40,111,ok,synthetic
2025-08-22T01:00:00Z,93720,S-010,36.88238,-119.80974,9.05,38,ok,synthetic
2025-08-22T01:00:00Z,93720,S-011,36.88223,-119.78207,7.99,33,ok,synthetic
2025-08-22T01:00:00Z,93720,S-012,36.86361,-119.80378,8.14,34,ok,synthetic
2025-08-22T01:00:00Z,93706,S-013,36.70829,-119.82654,12.67,52,ok,synthetic
2025-08-22T01:00:00Z,93706,S-014,36.67371,-119.83613,9.11,38,ok,synthetic
2025-08-22T01:00:00Z,93706,S-015,36.70390,-119.81585,11.85,49,ok,synthetic
2025-08-22T01:00:00Z,93706,S-016,36.70229,-119.81081,12.78,52,ok,synthetic
2025-08-22T01:00:00Z,93706,S-017,36.69145,-119.80108,12.05,51,ok,synthetic
2025-08-22T01:00:00Z,93706,S-018,36.68514,-119.81792,9.69,40,ok,synthetic
2025-08-22T02:00:00Z,93727,S-001,36.73558,-119.69900,13.59,54,ok,synthetic
2025-08-22T02:00:00Z,93727,S-002,36.72100,-119.69107,11.58,48,ok,synthetic
2025-08-22T02:00:00Z,93727,S-003,36.73946,-119.67293,14.36,56,ok,synthetic
2025-08-22T02:00:00Z,93727,S-004,36.74569,-119.69652,14.70,56,ok,synthetic
2025-08-22T02:00:00Z,93727,S-005,36.72688,-119.69881,12.43,52,ok,synthetic
2025-08-22T02:00:00Z,93727,S-006,36.71875,-119.67979,11.24,47,ok,synthetic
2025-08-22T02:00:00Z,93720,S-007,36.85106,-119.80205,10.66,44,ok,synthetic
2025-08-22T02:00:00Z,93720,S-008,36.87600,-119.78820,8.94,37,ok,synthetic
2025-08-22T02:00:00Z,93720,S-009,36.85882,-119.78643,11.60,48,ok,synthetic
2025-08-22T02:00:00Z,93720,S-010,36.88238,-119.80974,7.06,29,ok,synthetic
2025-08-22T02:00:00Z,93720,S-011,36.88223,-119.78207,11.05,46,ok,synthetic
2025-08-22T02:00:00Z,93720,S-012,36.86361,-119.80378,10.82,45,ok,synthetic
2025-08-22T02:00:00Z,93706,S-013,36.70829,-119.82654,15.05,57,ok,synthetic
2025-08-22T02:00:00Z,93706,S-014,36.67371,-119.83613,14.86,57,ok,synthetic
2025-08-22T02:00:00Z,93706,S-015,36.70390,-119.81585,13.18,53,ok,synthetic
2025-08-22T02:00:00Z,93706,S-016,36.70229,-119.81081,12.64,52,ok,synthetic
2025-08-22T02:00:00Z,93706,S-017,36.69145,-119.80108,12.85,53,ok,synthetic
2025-08-22T02:00:00Z,93706,S-018,36.68514,-119.81792,13.83,55,ok,synthetic
2025-08-22T03:00:00Z,93727,S-001,36.73558,-119.69900,14.21,55,ok,synthetic
2025-08-22T03:00:00Z,93727,S-002,36.72100,-119.69107,16.81,61,ok,synthetic
2025-08-22T03:00:00Z,93727,S-003,36.73946,-119.67293,16.11,59,ok,synthetic
2025-08-22T03:00:00Z,93727,S-004,36.74569,-119.69652,13.36,54,ok,synthetic
2025-08-22T03:00:00Z,93727,S-005,36.72688,-119.69881,14.33,56,ok,synthetic
2025-08-22T03:00:00Z,93727,S-006,36.71875,-119.67979,15.68,59,ok,synthetic
2025-08-22T03:00:00Z,93720,S-007,36.85106,-119.80205,9.14,38,ok,synthetic
2025-08-22T03:00:00Z,93720,S-008,36.87600,-119.78820,11.52,48,ok,synthetic
2025-08-22T03:00:00Z,93720,S-009,36.85882,-119.78643,10.02,42,ok,synthetic
2025-08-22T03:00:00Z,93720,S-010,36.88238,-119.80974,10.06,42,ok,synthetic
2025-08-22T03:00:00Z,93720,S-011,36.88223,-119.78207,10.08,42,ok,synthetic
2025-08-22T03:00:00Z,93720,S-012,36.86361,-119.80378,10.90,45,ok,synthetic
2025-08-22T03:00:00Z,93706,S-013,36.70829,-119.82654,16.01,59,ok,synthetic
2025-08-22T03:00:00Z,93706,S-014,36.67371,-119.83613,13.63,54,ok,synthetic
2025-08-22T03:00:00Z,93706,S-015,36.70390,-119.81585,49.57,136,ok,synthetic
2025-08-22T03:00:00Z,93706,S-016,36.70229,-119.81081,16.50,60,ok,synthetic
2025-08-22T03:00:00Z,93706,S-017,36.69145,-119.80108,15.47,58,ok,synthetic
2025-08-22T03:00:00Z,93706,S-018,36.68514,-119.81792,14.74,57,ok,synthetic
2025-08-22T04:00:00Z,93727,S-001,36.73558,-119.69900,16.15,60,ok,synthetic
2025-08-22T04:00:00Z,93727,S-002,36.72100,-119.69107,15.65,58,ok,synthetic
2025-08-22T04:00:00Z,93727,S-003,36.73946,-119.67293,15.99,59,ok,synthetic
2025-08-22T04:00:00Z,93727,S-004,36.74569,-119.69652,16.30,60,ok,synthetic
2025-08-22T04:00:00Z,93727,S-005,36.72688,-119.69881,17.08,61,ok,synthetic
2025-08-22T04:00:00Z,93727,S-006,36.71875,-119.67979,15.94,59,ok,synthetic
2025-08-22T04:00:00Z,93720,S-007,36.85106,-119.80205,8.78,37,ok,synthetic
2025-08-22T04:00:00Z,93720,S-008,36.87600,-119.78820,9.32,39,ok,synthetic
2025-08-22T04:00:00Z,93720,S-009,36.85882,-119.78643,8.90,37,ok,synthetic
2025-08-22T04:00:00Z,93720,S-010,36.88238,-119.80974,9.70,40,ok,synthetic
2025-08-22T04:00:00Z,93720,S-011,36.88223,-119.78207,12.45,52,ok,synthetic
2025-08-22T04:00:00Z,93720,S-012,36.86361,-119.80378,12.41,52,ok,synthetic
2025-08-22T04:00:00Z,93706,S-013,36.70829,-119.82654,13.90,55,ok,synthetic
2025-08-22T04:00:00Z,93706,S-014,36.67371,-119.83613,12.73,52,ok,synthetic
2025-08-22T04:00:00Z,93706,S-015,36.70390,-119.81585,17.64,63,ok,synthetic
2025-08-22T04:00:00Z,93706,S-016,36.70229,-119.81081,15.89,59,ok,synthetic
2025-08-22T04:00:00Z,93706,S-017,36.69145,-119.80108,15.90,59,ok,synthetic
2025-08-22T04:00:00Z,93706,S-018,36.68514,-119.81792,17.39,62,ok,synthetic
2025-08-22T05:00:00Z,93727,S-001,36.73558,-119.69900,15.44,58,ok,synthetic
2025-08-22T05:00:00Z,93727,S-002,36.72100,-119.69107,18.02,63,ok,synthetic
2025-08-22T05:00:00Z,93727,S-003,36.73946,-119.67293,15.76,59,ok,synthetic
2025-08-22T05:00:00Z,93727,S-004,36.74569,-119.69652,18.51,64,ok,synthetic
2025-08-22T05:00:00Z,93727,S-005,36.72688,-119.69881,17.71,63,ok,synthetic
2025-08-22T05:00:00Z,93727,S-006,36.71875,-119.67979,15.25,58,ok,synthetic
2025-08-22T05:00:00Z,93720,S-007,36.85106,-119.80205,13.94,55,ok,synthetic
2025-08-22T05:00:00Z,93720,S-008,36.87600,-119.78820,9.24,39,ok,synthetic
2025-08-22T05:00:00Z,93720,S-009,36.85882,-119.78643,12.50,52,ok,synthetic
2025-08-22T05:00:00Z,93720,S-010,36.88238,-119.80974,11.10,46,ok,synthetic
2025-08-22T05:00:00Z,93720,S-011,36.88223,-119.78207,9.50,40,ok,synthetic
2025-08-22T05:00:00Z,93720,S-012,36.86361,-119.80378,12.25,51,ok,synthetic
2025-08-22T05:00:00Z,93706,S-013,36.70829,-119.82654,17.15,62,ok,synthetic
2025-08-22T05:00:00Z,93706,S-014,36.67371,-119.83613,16.29,60,ok,synthetic
2025-08-22T05:00:00Z,93706,S-015,36.70390,-119.81585,18.20,64,ok,synthetic
2025-08-22T05:00:00Z,93706,S-016,36.70229,-119.81081,15.02,57,ok,synthetic
2025-08-22T05:00:00Z,93706,S-017,36.69145,-119.80108,15.14,57,ok,synthetic
2025-08-22T05:00:00Z,93706,S-018,36.68514,-119.81792,14.99,57,ok,synthetic
2025-08-22T06:00:00Z,93727,S-001,36.73558,-119.69900,15.84,59,ok,synthetic
2025-08-22T06:00:00Z,93727,S-002,36.72100,-119.69107,18.49,64,ok,synthetic
2025-08-22T06:00:00Z,93727,S-003,36.73946,-119.67293,18.85,65,ok,synthetic
2025-08-22T06:00:00Z,93727,S-004,36.74569,-119.69652,18.98,65,ok,synthetic
2025-08-22T06:00:00Z,93727,S-005,36.72688,-119.69881,16.66,61,ok,synthetic
2025-08-22T06:00:00Z,93727,S-006,36.71875,-119.67979,18.00,63,ok,synthetic
2025-08-22T06:00:00Z,93720,S-007,36.85106,-119.80205,11.72,49,ok,synthetic
2025-08-22T06:00:00Z,93720,S-008,36.87600,-119.78820,10.88,45,ok,synthetic
2025-08-22T06:00:00Z,93720,S-009,36.85882,-119.78643,13.69,54,ok,synthetic
2025-08-22T06:00:00Z,93720,S-010,36.88238,-119.80974,13.95,55,ok,synthetic
2025-08-22T06:00:00Z,93720,S-011,36.88223,-119.78207,11.86,49,ok,synthetic
2025-08-22T06:00:00Z,93720,S-012,36.86361,-119.80378,11.43,48,ok,synthetic
2025-08-22T06:00:00Z,93706,S-013,36.70829,-119.82654,18.12,64,ok,synthetic
2025-08-22T06:00:00Z,93706,S-014,36.67371,-119.83613,14.93,57,ok,synthetic
2025-08-22T06:00:00Z,93706,S-015,36.70390,-119.81585,15.57,58,ok,synthetic
2025-08-22T06:00:00Z,93706,S-016,36.70229,-119.81081,17.37,62,ok,synthetic
2025-08-22T06:00:00Z,93706,S-017,36.69145,-119.80108,13.92,55,ok,synthetic
2025-08-22T06:00:00Z,93706,S-018,36.68514,-119.81792,14.30,56,ok,synthetic
2025-08-22T07:00:00Z,93727,S-001,36.73558,-119.69900,18.78,65,ok,synthetic
2025-08-22T07:00:00Z,93727,S-002,36.72100,-119.69107,18.22,64,ok,synthetic
2025-08-22T07:00:00Z,93727,S-003,36.73946,-119.67293,18.95,65,ok,synthetic
2025-08-22T07:00:00Z,93727,S-004,36.74569,-119.69652,16.09,59,ok,synthetic
2025-08-22T07:00:00Z,93727,S-005,36.72688,-119.69881,16.52,60,ok,synthetic
2025-08-22T07:00:00Z,93727,S-006,36.71875,-119.67979,17.35,62,ok,synthetic
2025-08-22T07:00:00Z,93720,S-007,36.85106,-119.80205,11.45,48,ok,synthetic
2025-08-22T07:00:00Z,93720,S-008,36.87600,-119.78820,10.98,46,ok,synthetic
